no change     /scratch/mkalla/miniconda3/condabin/conda
no change     /scratch/mkalla/miniconda3/bin/conda
no change     /scratch/mkalla/miniconda3/bin/conda-env
no change     /scratch/mkalla/miniconda3/bin/activate
no change     /scratch/mkalla/miniconda3/bin/deactivate
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.sh
no change     /scratch/mkalla/miniconda3/etc/fish/conf.d/conda.fish
no change     /scratch/mkalla/miniconda3/shell/condabin/Conda.psm1
no change     /scratch/mkalla/miniconda3/shell/condabin/conda-hook.ps1
no change     /scratch/mkalla/miniconda3/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.csh
no change     /home/opis/mkalla/.bashrc
No action taken.
--- Nombre total de combinaisons definies : 6 ---
--- Job Slurm ID: 504382 | Tache: 0/6 ---
--- Modele: ista | Strategie: unrolling | Dataset: data_0 | Mode: full ---
--- Arguments specifiques : --num_layers 50 --epochs 50 ---
[INFO] Exécution verrouillée sur le GPU : 0
[AVERTISSEMENT] Paramètre 'train' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'save_dir' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'train_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'Loss' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_pd_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'resume' du YAML non reconnu par argparse.
=== Lancement : ISTA | Stratégie : UNROLLING | Mode : FULL ===
--- Préparation des DataLoaders ---
[INFO] Chargement des données depuis : ./Dataset/data_0
[INFO] Instanciation des MyDataset...
[INFO] Train: 800 | Val: 100 | Test: 100
[INFO] Résultats sauvegardés dans : runs/ista/unrolling/data_0/20260827-141437_full
[INFO] Modèle ISTA instancié.
--- [TRAIN] ISTA (UNROLLING) | Epochs: 50 | Loss: MSE ---
Ep 1/50 | Tr: 2.4139e-05 | Val: 2.3084e-05 | T: 4.2s
Ep 2/50 | Tr: 2.3417e-05 | Val: 2.2708e-05 | T: 3.9s
Ep 3/50 | Tr: 2.3216e-05 | Val: 2.2595e-05 | T: 3.9s
Ep 4/50 | Tr: 2.3125e-05 | Val: 2.2516e-05 | T: 3.9s
Ep 5/50 | Tr: 2.3049e-05 | Val: 2.2439e-05 | T: 3.9s
Ep 6/50 | Tr: 2.2966e-05 | Val: 2.2343e-05 | T: 3.9s
Ep 7/50 | Tr: 2.2892e-05 | Val: 2.2282e-05 | T: 3.9s
Ep 8/50 | Tr: 2.2834e-05 | Val: 2.2210e-05 | T: 3.9s
Ep 9/50 | Tr: 2.2814e-05 | Val: 2.2204e-05 | T: 3.9s
Ep 10/50 | Tr: 2.2723e-05 | Val: 2.2088e-05 | T: 3.9s
Ep 11/50 | Tr: 2.2655e-05 | Val: 2.2027e-05 | T: 3.9s
Ep 12/50 | Tr: 2.2585e-05 | Val: 2.1956e-05 | T: 3.9s
Ep 13/50 | Tr: 2.2536e-05 | Val: 2.1950e-05 | T: 3.9s
Ep 14/50 | Tr: 2.2404e-05 | Val: 2.1934e-05 | T: 3.9s
Ep 15/50 | Tr: 2.2170e-05 | Val: 2.1391e-05 | T: 3.9s
Ep 16/50 | Tr: 2.1973e-05 | Val: 2.1112e-05 | T: 3.9s
Ep 17/50 | Tr: 2.1467e-05 | Val: 2.0956e-05 | T: 3.9s
Ep 18/50 | Tr: 2.1255e-05 | Val: 2.0902e-05 | T: 3.9s
Ep 19/50 | Tr: 2.1322e-05 | Val: 2.0777e-05 | T: 3.9s
Ep 20/50 | Tr: 2.1038e-05 | Val: 2.0481e-05 | T: 3.9s
Ep 21/50 | Tr: 2.1017e-05 | Val: 2.0470e-05 | T: 3.9s
Ep 22/50 | Tr: 2.0751e-05 | Val: 2.0204e-05 | T: 3.9s
Ep 23/50 | Tr: 2.0828e-05 | Val: 2.0123e-05 | T: 3.9s
Ep 24/50 | Tr: 2.0509e-05 | Val: 1.9874e-05 | T: 3.9s
Ep 25/50 | Tr: 2.0743e-05 | Val: 2.1585e-05 | T: 3.9s
Ep 26/50 | Tr: 2.1506e-05 | Val: 2.0305e-05 | T: 3.9s
