no change     /scratch/mkalla/miniconda3/condabin/conda
no change     /scratch/mkalla/miniconda3/bin/conda
no change     /scratch/mkalla/miniconda3/bin/conda-env
no change     /scratch/mkalla/miniconda3/bin/activate
no change     /scratch/mkalla/miniconda3/bin/deactivate
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.sh
no change     /scratch/mkalla/miniconda3/etc/fish/conf.d/conda.fish
no change     /scratch/mkalla/miniconda3/shell/condabin/Conda.psm1
no change     /scratch/mkalla/miniconda3/shell/condabin/conda-hook.ps1
no change     /scratch/mkalla/miniconda3/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.csh
no change     /home/opis/mkalla/.bashrc
No action taken.
--- Nombre total de combinaisons definies : 6 ---
--- Job Slurm ID: 504411 | Tache: 4/6 ---
--- Modele: ista | Strategie: unrolling | Dataset: data_2 | Mode: full ---
--- Arguments specifiques : --num_layers 50 --epochs 50 ---
[INFO] Exécution verrouillée sur le GPU : 0
[AVERTISSEMENT] Paramètre 'train' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'save_dir' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'train_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'Loss' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_pd_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'resume' du YAML non reconnu par argparse.
=== Lancement : ISTA | Stratégie : UNROLLING | Mode : FULL ===
--- Préparation des DataLoaders ---
[INFO] Chargement des données depuis : ./Dataset/data_2
[INFO] Instanciation des MyDataset...
[INFO] Train: 800 | Val: 100 | Test: 100
[INFO] Résultats sauvegardés dans : runs/ista/unrolling/data_2/20260827-141611_full
[INFO] Modèle ISTA instancié.
--- [TRAIN] ISTA (UNROLLING) | Epochs: 50 | Loss: MSE ---
Ep 1/50 | Tr: 1.0785e-05 | Val: 1.0517e-05 | T: 2.7s
Ep 2/50 | Tr: 1.0313e-05 | Val: 1.0050e-05 | T: 2.4s
Ep 3/50 | Tr: 9.9957e-06 | Val: 9.8510e-06 | T: 2.4s
Ep 4/50 | Tr: 9.8431e-06 | Val: 9.7348e-06 | T: 2.3s
Ep 5/50 | Tr: 9.7648e-06 | Val: 9.6934e-06 | T: 2.4s
Ep 6/50 | Tr: 9.7334e-06 | Val: 9.7892e-06 | T: 2.4s
Ep 7/50 | Tr: 9.7235e-06 | Val: 9.6476e-06 | T: 2.4s
Ep 8/50 | Tr: 9.6871e-06 | Val: 9.6282e-06 | T: 2.4s
Ep 9/50 | Tr: 9.6908e-06 | Val: 9.6213e-06 | T: 2.4s
Ep 10/50 | Tr: 9.6674e-06 | Val: 9.6094e-06 | T: 2.4s
Ep 11/50 | Tr: 9.6911e-06 | Val: 9.6147e-06 | T: 2.4s
Ep 12/50 | Tr: 9.6552e-06 | Val: 9.5994e-06 | T: 2.4s
Ep 13/50 | Tr: 9.6559e-06 | Val: 9.6073e-06 | T: 2.4s
Ep 14/50 | Tr: 9.6326e-06 | Val: 9.5701e-06 | T: 2.4s
Ep 15/50 | Tr: 9.6101e-06 | Val: 9.5460e-06 | T: 2.4s
Ep 16/50 | Tr: 9.5821e-06 | Val: 9.5191e-06 | T: 2.4s
Ep 17/50 | Tr: 9.5519e-06 | Val: 9.4614e-06 | T: 2.4s
Ep 18/50 | Tr: 9.4829e-06 | Val: 9.4343e-06 | T: 2.4s
Ep 19/50 | Tr: 9.4647e-06 | Val: 9.4161e-06 | T: 2.4s
Ep 20/50 | Tr: 9.4574e-06 | Val: 9.4478e-06 | T: 2.4s
Ep 21/50 | Tr: 9.4530e-06 | Val: 9.4088e-06 | T: 2.4s
Ep 22/50 | Tr: 9.4476e-06 | Val: 9.4219e-06 | T: 2.4s
Ep 23/50 | Tr: 9.4452e-06 | Val: 9.4006e-06 | T: 2.4s
Ep 24/50 | Tr: 9.4422e-06 | Val: 9.4007e-06 | T: 2.4s
Ep 25/50 | Tr: 9.4391e-06 | Val: 9.4030e-06 | T: 2.4s
Ep 26/50 | Tr: 9.4397e-06 | Val: 9.3994e-06 | T: 2.4s
Ep 27/50 | Tr: 9.4377e-06 | Val: 9.3970e-06 | T: 2.4s
Ep 28/50 | Tr: 9.4358e-06 | Val: 9.3972e-06 | T: 2.4s
Ep 29/50 | Tr: 9.4334e-06 | Val: 9.3899e-06 | T: 2.4s
Ep 30/50 | Tr: 9.4258e-06 | Val: 9.3854e-06 | T: 2.4s
Ep 31/50 | Tr: 9.4188e-06 | Val: 9.3718e-06 | T: 2.4s
Ep 32/50 | Tr: 9.4091e-06 | Val: 9.3650e-06 | T: 2.4s
Ep 33/50 | Tr: 9.3992e-06 | Val: 9.3497e-06 | T: 2.4s
Ep 34/50 | Tr: 9.3919e-06 | Val: 9.3475e-06 | T: 2.5s
Ep 35/50 | Tr: 9.3960e-06 | Val: 9.3334e-06 | T: 2.4s
Ep 36/50 | Tr: 9.3837e-06 | Val: 9.3647e-06 | T: 2.4s
Ep 37/50 | Tr: 9.3852e-06 | Val: 9.3240e-06 | T: 2.4s
Ep 38/50 | Tr: 9.3579e-06 | Val: 9.2999e-06 | T: 2.4s
Ep 39/50 | Tr: 9.3440e-06 | Val: 9.2837e-06 | T: 2.4s
Ep 40/50 | Tr: 9.3280e-06 | Val: 9.2594e-06 | T: 2.4s
Ep 41/50 | Tr: 9.2915e-06 | Val: 9.2252e-06 | T: 2.4s
Ep 42/50 | Tr: 9.2752e-06 | Val: 9.2221e-06 | T: 2.4s
Ep 43/50 | Tr: 9.2673e-06 | Val: 9.2057e-06 | T: 2.4s
Ep 44/50 | Tr: 9.2675e-06 | Val: 9.2024e-06 | T: 2.3s
Ep 45/50 | Tr: 9.2703e-06 | Val: 9.2268e-06 | T: 2.5s
Ep 46/50 | Tr: 9.2813e-06 | Val: 9.2216e-06 | T: 2.5s
Ep 47/50 | Tr: 9.2679e-06 | Val: 9.2161e-06 | T: 2.4s
